   Chi^2    ('R1'  'R2'  'R3'  'Theta2'  'Theta3'  'Phi'  'q1'  'q2'  'q3')
    29.279    1.75  1.75  1.5  82.   76.   54.    0.5   0.3   0.15
    29.328    1.7   1.75  1.6  76.   74.   60.    0.5   0.3   0.15
    29.396    1.8   1.7   1.65 82.   78.   56.    0.5   0.3   0.15
    29.480    1.7   1.65  1.5  78.   74.   58.    0.5   0.3   0.15
    29.482    1.8   1.75  1.65 78.   76.   60.    0.5   0.3   0.15
    29.502    1.75  1.65  1.55 82.   78.   54.    0.5   0.3   0.15
    29.518    1.7   1.65  1.65 80.   80.   58.    0.5   0.3   0.15
    29.579    1.75  1.7   1.55 78.   78.   60.    0.5   0.3   0.15
    29.630    1.8   1.65  1.55 80.   74.   58.    0.5   0.3   0.15
    29.636    1.7   1.75  1.6  80.   80.   60.    0.5   0.3   0.15
    29.736    1.75  1.7   1.65 82.   78.   54.    0.5   0.3   0.15
    29.761    1.8   1.65  1.55 80.   78.   60.    0.5   0.3   0.15
    29.819    1.75  1.75  1.5  80.   80.   60.    0.5   0.3   0.15
    29.822    1.7   1.65  1.6  82.   80.   60.    0.5   0.3   0.15
    29.824    1.7   1.75  1.6  82.   76.   60.    0.5   0.3   0.15
    29.828    1.8   1.65  1.55 78.   74.   60.    0.5   0.3   0.15
    29.832    1.75  1.75  1.55 80.   80.   60.    0.5   0.3   0.15
    29.956    1.75  1.75  1.5  82.   78.   56.    0.5   0.3   0.15
    29.976    1.8   1.75  1.45 80.   74.   60.    0.5   0.3   0.15
    30.084    1.75  1.65  1.55 80.   80.   58.    0.5   0.3   0.15
    30.224    1.8   1.65  1.5  80.   74.   60.    0.5   0.3   0.15
    30.308    1.75  1.75  1.65 78.   78.   60.    0.5   0.3   0.15
    30.472    1.75  1.65  1.45 82.   76.   60.    0.5   0.3   0.15
    30.619    1.75  1.7   1.65 80.   74.   56.    0.5   0.3   0.15
    30.625    1.75  1.65  1.6  82.   74.   54.    0.5   0.3   0.15
    30.657    1.75  1.65  1.65 82.   74.   58.    0.5   0.3   0.15
    30.673    1.8   1.7   1.65 82.   80.   56.    0.5   0.3   0.15
    30.717    1.8   1.75  1.45 82.   80.   60.    0.5   0.3   0.15
    30.776    1.7   1.75  1.55 80.   78.   60.    0.5   0.3   0.15
    30.789    1.75  1.7   1.5  80.   76.   58.    0.5   0.3   0.15
    30.812    1.75  1.75  1.45 80.   80.   60.    0.5   0.3   0.15
    30.939    1.8   1.7   1.6  82.   80.   60.    0.5   0.3   0.15
    31.045    1.7   1.7   1.55 80.   80.   58.    0.5   0.3   0.15
    31.150    1.75  1.65  1.6  82.   74.   58.    0.5   0.3   0.15
    31.230    1.75  1.7   1.45 80.   80.   58.    0.5   0.3   0.15
    31.305    1.8   1.75  1.6  80.   74.   58.    0.5   0.3   0.15
    31.316    1.8   1.7   1.55 80.   78.   60.    0.5   0.3   0.15
    31.372    1.7   1.65  1.45 80.   78.   56.    0.5   0.3   0.15
    31.380    1.75  1.65  1.6  78.   78.   58.    0.5   0.3   0.15
    31.439    1.7   1.7   1.55 82.   74.   54.    0.5   0.3   0.15
    31.520    1.7   1.65  1.6  78.   80.   60.    0.5   0.3   0.15
    31.538    1.7   1.7   1.65 82.   80.   56.    0.5   0.3   0.15
    31.540    1.75  1.65  1.6  80.   76.   60.    0.5   0.3   0.15
    31.565    1.75  1.75  1.5  80.   74.   58.    0.5   0.3   0.15
    31.586    1.75  1.65  1.5  82.   76.   60.    0.5   0.3   0.15
    31.624    1.8   1.65  1.6  76.   76.   60.    0.5   0.3   0.15
    31.698    1.8   1.7   1.5  82.   78.   58.    0.5   0.3   0.15
    31.768    1.7   1.75  1.5  80.   80.   60.    0.5   0.3   0.15
    31.832    1.7   1.75  1.65 78.   78.   60.    0.5   0.3   0.15
    31.879    1.7   1.65  1.5  80.   78.   56.    0.5   0.3   0.15
    31.931    1.75  1.7   1.55 82.   76.   56.    0.5   0.3   0.15
    31.947    1.7   1.65  1.55 80.   74.   54.    0.5   0.3   0.15
    32.072    1.8   1.7   1.45 82.   80.   54.    0.5   0.3   0.15
    32.087    1.8   1.7   1.6  80.   78.   58.    0.5   0.3   0.15
    32.131    1.75  1.7   1.6  82.   76.   54.    0.5   0.3   0.15
    32.207    1.7   1.7   1.65 82.   76.   54.    0.5   0.3   0.15
    32.230    1.8   1.7   1.65 82.   74.   56.    0.5   0.3   0.15
    32.236    1.7   1.7   1.5  80.   78.   56.    0.5   0.3   0.15
    32.285    1.7   1.75  1.5  80.   78.   60.    0.5   0.3   0.15
    32.322    1.75  1.65  1.45 82.   78.   54.    0.5   0.3   0.15
    32.368    1.8   1.75  1.5  82.   74.   58.    0.5   0.3   0.15
    32.508    1.75  1.65  1.5  82.   78.   54.    0.5   0.3   0.15
    32.546    1.75  1.65  1.6  82.   78.   54.    0.5   0.3   0.15
    32.598    1.8   1.75  1.55 78.   74.   60.    0.5   0.3   0.15
    32.636    1.8   1.75  1.5  78.   74.   60.    0.5   0.3   0.15
    32.724    1.7   1.65  1.6  80.   74.   60.    0.5   0.3   0.15
    32.741    1.75  1.7   1.5  82.   80.   58.    0.5   0.3   0.15
    32.775    1.75  1.75  1.45 78.   74.   60.    0.5   0.3   0.15
    32.797    1.7   1.65  1.55 76.   76.   60.    0.5   0.3   0.15
    32.830    1.8   1.65  1.65 76.   78.   60.    0.5   0.3   0.15
    32.872    1.75  1.65  1.55 80.   76.   60.    0.5   0.3   0.15
    32.880    1.75  1.65  1.6  80.   78.   56.    0.5   0.3   0.15
    32.920    1.75  1.65  1.45 80.   76.   54.    0.5   0.3   0.15
    32.984    1.75  1.7   1.65 82.   76.   54.    0.5   0.3   0.15
    33.036    1.8   1.7   1.5  82.   78.   54.    0.5   0.3   0.15
    33.121    1.75  1.7   1.45 82.   76.   56.    0.5   0.3   0.15
    33.219    1.75  1.7   1.65 82.   74.   54.    0.5   0.3   0.15
    33.240    1.75  1.7   1.45 80.   76.   58.    0.5   0.3   0.15
    33.291    1.7   1.7   1.65 82.   74.   54.    0.5   0.3   0.15
    33.505    1.75  1.65  1.55 82.   76.   58.    0.5   0.3   0.15
    33.519    1.7   1.7   1.45 78.   80.   60.    0.5   0.3   0.15
    33.558    1.75  1.7   1.65 80.   78.   56.    0.5   0.3   0.15
    33.573    1.7   1.75  1.5  82.   76.   54.    0.5   0.3   0.15
    33.606    1.7   1.7   1.6  78.   74.   58.    0.5   0.3   0.15
    33.629    1.7   1.75  1.65 78.   74.   58.    0.5   0.3   0.15
    33.644    1.75  1.7   1.5  80.   78.   56.    0.5   0.3   0.15
    33.687    1.75  1.65  1.6  76.   78.   60.    0.5   0.3   0.15
    33.760    1.7   1.65  1.65 76.   76.   60.    0.5   0.3   0.15
    33.772    1.7   1.65  1.65 82.   78.   54.    0.5   0.3   0.15
    33.946    1.75  1.75  1.45 82.   76.   58.    0.5   0.3   0.15
    33.997    1.8   1.7   1.6  78.   80.   60.    0.5   0.3   0.15
    34.079    1.8   1.7   1.6  82.   76.   60.    0.5   0.3   0.15
    34.114    1.7   1.75  1.55 82.   80.   56.    0.5   0.3   0.15
    34.205    1.8   1.75  1.65 80.   76.   58.    0.5   0.3   0.15
    34.285    1.75  1.75  1.65 76.   74.   60.    0.5   0.3   0.15
    34.291    1.75  1.7   1.45 78.   76.   60.    0.5   0.3   0.15
    34.295    1.7   1.75  1.65 80.   76.   58.    0.5   0.3   0.15
    34.331    1.75  1.75  1.55 82.   80.   56.    0.5   0.3   0.15
    34.339    1.7   1.75  1.55 80.   80.   60.    0.5   0.3   0.15
    34.388    1.8   1.75  1.65 82.   74.   56.    0.5   0.3   0.15
    34.409    1.75  1.75  1.5  80.   74.   60.    0.5   0.3   0.15
    34.469    1.8   1.65  1.55 78.   78.   60.    0.5   0.3   0.15
    34.503    1.8   1.75  1.55 80.   74.   58.    0.5   0.3   0.15
    34.515    1.7   1.7   1.55 82.   74.   58.    0.5   0.3   0.15
    34.547    1.7   1.7   1.65 82.   76.   60.    0.5   0.3   0.15
    34.558    1.7   1.7   1.45 80.   74.   54.    0.5   0.3   0.15
    34.584    1.75  1.7   1.5  80.   78.   58.    0.5   0.3   0.15
    34.622    1.75  1.75  1.45 82.   76.   56.    0.5   0.3   0.15
    34.661    1.7   1.75  1.5  80.   74.   60.    0.5   0.3   0.15
    34.712    1.7   1.7   1.6  82.   76.   60.    0.5   0.3   0.15
    34.728    1.75  1.75  1.55 82.   74.   56.    0.5   0.3   0.15
    34.803    1.8   1.75  1.45 78.   74.   60.    0.5   0.3   0.15
    34.810    1.75  1.7   1.65 82.   76.   60.    0.5   0.3   0.15
    34.814    1.7   1.65  1.5  78.   76.   58.    0.5   0.3   0.15
    34.838    1.8   1.7   1.5  80.   78.   60.    0.5   0.3   0.15
    34.877    1.7   1.75  1.6  80.   74.   58.    0.5   0.3   0.15
    34.882    1.75  1.75  1.5  82.   80.   54.    0.5   0.3   0.15
    34.893    1.75  1.65  1.55 82.   76.   54.    0.5   0.3   0.15
    34.937    1.8   1.75  1.45 80.   74.   58.    0.5   0.3   0.15
    34.962    1.75  1.75  1.45 80.   74.   58.    0.5   0.3   0.15
    34.998    1.7   1.65  1.65 82.   74.   58.    0.5   0.3   0.15
    35.237    1.75  1.75  1.5  80.   80.   58.    0.5   0.3   0.15
    35.244    1.8   1.7   1.55 80.   74.   58.    0.5   0.3   0.15
    35.245    1.8   1.65  1.55 82.   78.   60.    0.5   0.3   0.15
    35.284    1.7   1.7   1.6  80.   80.   58.    0.5   0.3   0.15
    35.321    1.75  1.7   1.5  80.   76.   54.    0.5   0.3   0.15
    35.332    1.75  1.75  1.45 82.   80.   58.    0.5   0.3   0.15
    35.405    1.7   1.65  1.55 80.   78.   56.    0.5   0.3   0.15
    35.481    1.75  1.75  1.6  82.   80.   56.    0.5   0.3   0.15
    35.567    1.75  1.75  1.55 82.   78.   54.    0.5   0.3   0.15
    35.654    1.7   1.75  1.45 80.   78.   58.    0.5   0.3   0.15
    35.727    1.7   1.7   1.6  82.   78.   54.    0.5   0.3   0.15
    35.731    1.8   1.7   1.45 80.   78.   60.    0.5   0.3   0.15
    35.752    1.7   1.7   1.65 80.   76.   56.    0.5   0.3   0.15
    35.757    1.75  1.75  1.65 80.   78.   58.    0.5   0.3   0.15
    35.871    1.7   1.75  1.45 80.   76.   60.    0.5   0.3   0.15
    35.896    1.7   1.65  1.45 82.   74.   58.    0.5   0.3   0.15
    35.912    1.75  1.7   1.55 82.   76.   54.    0.5   0.3   0.15
    36.026    1.7   1.75  1.65 76.   76.   60.    0.5   0.3   0.15
    36.033    1.75  1.65  1.45 78.   76.   60.    0.5   0.3   0.15
    36.067    1.75  1.65  1.65 80.   74.   54.    0.5   0.3   0.15
    36.099    1.8   1.7   1.6  80.   76.   58.    0.5   0.3   0.15
    36.154    1.75  1.65  1.5  78.   80.   60.    0.5   0.3   0.15
    36.159    1.7   1.75  1.55 82.   76.   60.    0.5   0.3   0.15
    36.173    1.75  1.7   1.6  80.   78.   56.    0.5   0.3   0.15
    36.209    1.75  1.65  1.55 80.   74.   54.    0.5   0.3   0.15
    36.371    1.7   1.7   1.6  82.   74.   54.    0.5   0.3   0.15
    36.417    1.8   1.75  1.6  82.   74.   60.    0.5   0.3   0.15
    36.428    1.7   1.7   1.5  78.   76.   60.    0.5   0.3   0.15
    36.435    1.7   1.75  1.55 82.   74.   58.    0.5   0.3   0.15
    36.468    1.8   1.75  1.65 78.   80.   60.    0.5   0.3   0.15
    36.481    1.75  1.7   1.55 80.   78.   56.    0.5   0.3   0.15
    36.526    1.7   1.7   1.5  78.   78.   60.    0.5   0.3   0.15
    36.646    1.75  1.75  1.65 78.   80.   60.    0.5   0.3   0.15
    36.677    1.7   1.7   1.65 78.   76.   58.    0.5   0.3   0.15
    36.884    1.75  1.65  1.45 82.   76.   54.    0.5   0.3   0.15
    36.910    1.8   1.75  1.5  80.   74.   58.    0.5   0.3   0.15
    36.915    1.75  1.75  1.5  82.   76.   56.    0.5   0.3   0.15
    36.945    1.7   1.75  1.5  82.   76.   58.    0.5   0.3   0.15
    37.005    1.7   1.75  1.45 82.   78.   60.    0.5   0.3   0.15
    37.086    1.7   1.75  1.55 82.   78.   54.    0.5   0.3   0.15
    37.120    1.75  1.7   1.5  78.   80.   60.    0.5   0.3   0.15
    37.175    1.75  1.7   1.65 78.   78.   58.    0.5   0.3   0.15
    37.201    1.8   1.7   1.55 78.   76.   60.    0.5   0.3   0.15
    37.219    1.75  1.65  1.55 80.   74.   56.    0.5   0.3   0.15
    37.316    1.7   1.7   1.6  76.   76.   60.    0.5   0.3   0.15
    37.358    1.75  1.75  1.65 80.   80.   58.    0.5   0.3   0.15
    37.406    1.75  1.75  1.55 82.   76.   60.    0.5   0.3   0.15
    37.425    1.8   1.7   1.65 80.   74.   56.    0.5   0.3   0.15
    37.636    1.8   1.75  1.55 82.   74.   60.    0.5   0.3   0.15
    37.716    1.8   1.75  1.45 80.   78.   56.    0.5   0.3   0.15
    37.760    1.7   1.7   1.5  80.   76.   56.    0.5   0.3   0.15
    37.767    1.8   1.65  1.65 78.   78.   58.    0.5   0.3   0.15
    37.771    1.8   1.65  1.55 76.   74.   60.    0.5   0.3   0.15
    37.795    1.75  1.75  1.55 82.   78.   56.    0.5   0.3   0.15
    37.830    1.75  1.75  1.65 82.   80.   56.    0.5   0.3   0.15
    37.940    1.8   1.75  1.6  82.   80.   58.    0.5   0.3   0.15
    37.952    1.75  1.75  1.6  80.   74.   58.    0.5   0.3   0.15
    37.977    1.8   1.75  1.55 82.   80.   54.    0.5   0.3   0.15
    38.001    1.75  1.65  1.55 82.   80.   56.    0.5   0.3   0.15
    38.024    1.7   1.7   1.65 76.   76.   60.    0.5   0.3   0.15
    38.049    1.75  1.65  1.65 78.   74.   56.    0.5   0.3   0.15
    38.060    1.7   1.75  1.6  78.   76.   60.    0.5   0.3   0.15
    38.098    1.7   1.65  1.65 78.   80.   60.    0.5   0.3   0.15
    38.148    1.8   1.75  1.45 82.   76.   54.    0.5   0.3   0.15
    38.168    1.8   1.7   1.65 78.   78.   58.    0.5   0.3   0.15
    38.188    1.7   1.7   1.45 82.   74.   56.    0.5   0.3   0.15
    38.370    1.8   1.75  1.45 82.   74.   58.    0.5   0.3   0.15
    38.415    1.8   1.65  1.65 82.   80.   60.    0.5   0.3   0.15
    38.464    1.75  1.65  1.5  80.   78.   58.    0.5   0.3   0.15
    38.508    1.7   1.65  1.45 80.   76.   54.    0.5   0.3   0.15
    38.526    1.75  1.65  1.55 80.   74.   60.    0.5   0.3   0.15
    38.598    1.8   1.75  1.55 80.   78.   60.    0.5   0.3   0.15
    38.609    1.8   1.65  1.45 82.   78.   58.    0.5   0.3   0.15
    38.627    1.8   1.65  1.55 80.   76.   58.    0.5   0.3   0.15
    38.793    1.8   1.65  1.65 80.   74.   60.    0.5   0.3   0.15
    38.809    1.75  1.75  1.5  80.   78.   56.    0.5   0.3   0.15
    38.843    1.75  1.65  1.65 76.   74.   58.    0.5   0.3   0.15
    38.854    1.7   1.7   1.65 80.   80.   58.    0.5   0.3   0.15
    38.947    1.7   1.7   1.45 78.   78.   60.    0.5   0.3   0.15
    38.958    1.75  1.7   1.45 80.   80.   60.    0.5   0.3   0.15
    39.030    1.75  1.7   1.6  76.   74.   60.    0.5   0.3   0.15
    39.051    1.7   1.7   1.6  80.   76.   56.    0.5   0.3   0.15
    39.059    1.7   1.65  1.6  80.   74.   54.    0.5   0.3   0.15
    39.110    1.75  1.75  1.5  80.   76.   54.    0.5   0.3   0.15
    39.167    1.8   1.65  1.6  78.   76.   58.    0.5   0.3   0.15
    39.189    1.75  1.65  1.65 80.   74.   60.    0.5   0.3   0.15
    39.220    1.8   1.75  1.65 82.   74.   60.    0.5   0.3   0.15
    39.339    1.7   1.7   1.55 82.   76.   60.    0.5   0.3   0.15
    39.356    1.8   1.7   1.6  82.   74.   56.    0.5   0.3   0.15
    39.362    1.7   1.7   1.5  78.   80.   60.    0.5   0.3   0.15
    39.553    1.7   1.7   1.6  80.   74.   56.    0.5   0.3   0.15
    39.578    1.8   1.7   1.6  80.   80.   58.    0.5   0.3   0.15
    39.579    1.75  1.7   1.65 76.   78.   60.    0.5   0.3   0.15
    39.618    1.7   1.7   1.5  80.   76.   54.    0.5   0.3   0.15
    39.638    1.75  1.7   1.6  80.   76.   56.    0.5   0.3   0.15
    39.728    1.75  1.65  1.55 80.   76.   56.    0.5   0.3   0.15
    39.783    1.75  1.75  1.65 76.   76.   60.    0.5   0.3   0.15
    39.811    1.75  1.7   1.6  82.   74.   54.    0.5   0.3   0.15
    39.818    1.7   1.75  1.65 82.   74.   56.    0.5   0.3   0.15
    39.890    1.7   1.7   1.45 80.   74.   60.    0.5   0.3   0.15
    40.012    1.75  1.7   1.5  82.   80.   54.    0.5   0.3   0.15
    40.176    1.8   1.7   1.65 82.   76.   58.    0.5   0.3   0.15
    40.176    1.8   1.75  1.65 80.   80.   58.    0.5   0.3   0.15
    40.201    1.7   1.65  1.45 78.   74.   58.    0.5   0.3   0.15
    40.226    1.7   1.7   1.55 78.   80.   60.    0.5   0.3   0.15
    40.410    1.8   1.75  1.6  82.   74.   56.    0.5   0.3   0.15
    40.466    1.8   1.7   1.65 82.   80.   60.    0.5   0.3   0.15
    40.490    1.8   1.7   1.65 76.   78.   60.    0.5   0.3   0.15
    40.537    1.75  1.75  1.65 80.   76.   58.    0.5   0.3   0.15
    40.568    1.75  1.75  1.5  82.   74.   56.    0.5   0.3   0.15
    40.610    1.7   1.75  1.5  82.   76.   56.    0.5   0.3   0.15
    40.653    1.8   1.75  1.5  82.   78.   58.    0.5   0.3   0.15
    40.656    1.7   1.7   1.55 80.   76.   56.    0.5   0.3   0.15
    40.657    1.8   1.65  1.55 78.   80.   60.    0.5   0.3   0.15
    40.700    1.75  1.7   1.55 82.   74.   60.    0.5   0.3   0.15
    40.721    1.8   1.7   1.65 78.   76.   58.    0.5   0.3   0.15
    40.734    1.75  1.65  1.5  80.   74.   54.    0.5   0.3   0.15
    40.748    1.75  1.75  1.55 78.   74.   60.    0.5   0.3   0.15
    40.794    1.7   1.65  1.6  80.   78.   56.    0.5   0.3   0.15
    40.818    1.8   1.7   1.65 80.   78.   56.    0.5   0.3   0.15
    40.967    1.7   1.7   1.6  78.   80.   60.    0.5   0.3   0.15
    41.002    1.75  1.7   1.55 82.   80.   54.    0.5   0.3   0.15
    41.069    1.7   1.7   1.45 78.   76.   60.    0.5   0.3   0.15
    41.074    1.75  1.65  1.6  80.   74.   54.    0.5   0.3   0.15
    41.176    1.75  1.75  1.55 80.   80.   58.    0.5   0.3   0.15
    41.287    1.75  1.75  1.65 82.   74.   56.    0.5   0.3   0.15
    41.365    1.8   1.7   1.65 76.   76.   60.    0.5   0.3   0.15
    41.516    1.7   1.75  1.55 82.   78.   56.    0.5   0.3   0.15
    41.550    1.75  1.65  1.55 78.   76.   58.    0.5   0.3   0.15
    41.598    1.8   1.7   1.55 82.   78.   54.    0.5   0.3   0.15
    41.638    1.8   1.75  1.65 78.   78.   60.    0.5   0.3   0.15
    41.699    1.7   1.75  1.65 80.   78.   58.    0.5   0.3   0.15
    41.705    1.7   1.65  1.5  82.   76.   60.    0.5   0.3   0.15
    41.735    1.7   1.65  1.5  76.   74.   60.    0.5   0.3   0.15
    41.770    1.7   1.65  1.65 80.   74.   60.    0.5   0.3   0.15
    41.809    1.75  1.7   1.6  78.   76.   58.    0.5   0.3   0.15
    41.814    1.75  1.65  1.55 80.   78.   56.    0.5   0.3   0.15
    41.852    1.75  1.65  1.5  76.   74.   60.    0.5   0.3   0.15
    41.857    1.7   1.75  1.55 78.   74.   60.    0.5   0.3   0.15
    41.866    1.75  1.65  1.6  82.   80.   60.    0.5   0.3   0.15
    42.022    1.8   1.7   1.45 82.   74.   56.    0.5   0.3   0.15
    42.031    1.75  1.7   1.45 78.   80.   60.    0.5   0.3   0.15
    42.033    1.8   1.65  1.6  82.   78.   56.    0.5   0.3   0.15
    42.168    1.8   1.7   1.65 78.   80.   58.    0.5   0.3   0.15
    42.199    1.75  1.75  1.55 80.   74.   58.    0.5   0.3   0.15
    42.205    1.75  1.75  1.6  80.   80.   58.    0.5   0.3   0.15
    42.243    1.7   1.7   1.6  78.   76.   58.    0.5   0.3   0.15
    42.257    1.75  1.7   1.45 82.   74.   54.    0.5   0.3   0.15
    42.265    1.8   1.75  1.55 80.   80.   60.    0.5   0.3   0.15
    42.353    1.75  1.75  1.45 78.   80.   60.    0.5   0.3   0.15
    42.513    1.8   1.7   1.65 82.   76.   56.    0.5   0.3   0.15
    42.545    1.75  1.7   1.5  82.   74.   54.    0.5   0.3   0.15
    42.616    1.75  1.75  1.45 80.   78.   58.    0.5   0.3   0.15
    42.619    1.7   1.65  1.5  78.   78.   58.    0.5   0.3   0.15
    42.634    1.7   1.7   1.5  82.   74.   58.    0.5   0.3   0.15
    42.814    1.75  1.7   1.6  78.   74.   58.    0.5   0.3   0.15
    42.828    1.8   1.75  1.45 80.   80.   56.    0.5   0.3   0.15
    42.919    1.7   1.75  1.6  76.   76.   60.    0.5   0.3   0.15
    42.984    1.7   1.75  1.5  80.   80.   58.    0.5   0.3   0.15
    43.032    1.7   1.7   1.5  82.   76.   60.    0.5   0.3   0.15
    43.090    1.75  1.7   1.6  78.   78.   58.    0.5   0.3   0.15
    43.112    1.8   1.75  1.65 80.   78.   58.    0.5   0.3   0.15
    43.274    1.7   1.65  1.45 78.   78.   58.    0.5   0.3   0.15
    43.283    1.75  1.75  1.55 82.   74.   58.    0.5   0.3   0.15
    43.342    1.8   1.75  1.6  82.   78.   58.    0.5   0.3   0.15
    43.351    1.75  1.65  1.5  82.   76.   54.    0.5   0.3   0.15
    43.374    1.8   1.75  1.5  82.   74.   56.    0.5   0.3   0.15
    43.420    1.75  1.65  1.55 82.   78.   60.    0.5   0.3   0.15
    43.527    1.75  1.75  1.6  82.   78.   54.    0.5   0.3   0.15
    43.546    1.75  1.7   1.6  80.   74.   56.    0.5   0.3   0.15
    43.731    1.75  1.7   1.5  78.   78.   60.    0.5   0.3   0.15
    43.756    1.7   1.7   1.55 80.   78.   56.    0.5   0.3   0.15
    43.884    1.8   1.7   1.45 82.   74.   60.    0.5   0.3   0.15
    43.912    1.7   1.7   1.45 80.   74.   56.    0.5   0.3   0.15
    43.947    1.8   1.7   1.65 76.   80.   60.    0.5   0.3   0.15
    43.949    1.75  1.75  1.6  82.   74.   56.    0.5   0.3   0.15
    44.026    1.8   1.75  1.5  80.   76.   54.    0.5   0.3   0.15
    44.053    1.75  1.65  1.6  80.   74.   60.    0.5   0.3   0.15
    44.086    1.75  1.65  1.55 78.   78.   58.    0.5   0.3   0.15
    44.120    1.7   1.7   1.45 78.   78.   58.    0.5   0.3   0.15
    44.219    1.7   1.65  1.65 82.   80.   60.    0.5   0.3   0.15
    44.254    1.7   1.75  1.6  82.   74.   56.    0.5   0.3   0.15
    44.269    1.8   1.65  1.6  80.   74.   60.    0.5   0.3   0.15
    44.361    1.7   1.75  1.55 82.   74.   56.    0.5   0.3   0.15
    44.614    1.7   1.65  1.45 82.   76.   60.    0.5   0.3   0.15
    44.622    1.75  1.65  1.5  80.   80.   58.    0.5   0.3   0.15
    44.640    1.75  1.75  1.55 82.   76.   56.    0.5   0.3   0.15
    44.677    1.8   1.75  1.45 80.   78.   60.    0.5   0.3   0.15
    44.697    1.7   1.75  1.55 80.   74.   58.    0.5   0.3   0.15
    44.769    1.8   1.7   1.65 80.   80.   56.    0.5   0.3   0.15
    44.838    1.8   1.7   1.45 82.   76.   54.    0.5   0.3   0.15
    44.912    1.7   1.7   1.65 82.   78.   54.    0.5   0.3   0.15
    45.094    1.75  1.7   1.6  76.   76.   60.    0.5   0.3   0.15
    45.116    1.8   1.75  1.5  82.   80.   56.    0.5   0.3   0.15
    45.145    1.8   1.75  1.55 82.   78.   54.    0.5   0.3   0.15
    45.215    1.7   1.65  1.55 78.   78.   58.    0.5   0.3   0.15
    45.346    1.75  1.65  1.45 80.   74.   54.    0.5   0.3   0.15
    45.361    1.7   1.7   1.45 82.   76.   60.    0.5   0.3   0.15
    45.465    1.75  1.7   1.65 76.   74.   58.    0.5   0.3   0.15
    45.473    1.7   1.75  1.45 82.   76.   56.    0.5   0.3   0.15
    45.543    1.8   1.65  1.6  80.   74.   56.    0.5   0.3   0.15
    45.551    1.75  1.7   1.5  82.   74.   60.    0.5   0.3   0.15
    45.592    1.7   1.75  1.6  82.   80.   56.    0.5   0.3   0.15
    45.683    1.75  1.65  1.65 82.   80.   60.    0.5   0.3   0.15
    45.779    1.75  1.7   1.45 80.   74.   54.    0.5   0.3   0.15
    45.843    1.8   1.75  1.45 80.   78.   54.    0.5   0.3   0.15
    45.871    1.7   1.75  1.5  80.   74.   58.    0.5   0.3   0.15
    45.955    1.75  1.75  1.5  78.   74.   60.    0.5   0.3   0.15
    46.054    1.8   1.65  1.45 80.   76.   54.    0.5   0.3   0.15
    46.134    1.8   1.65  1.45 82.   74.   56.    0.5   0.3   0.15
    46.147    1.8   1.75  1.55 82.   74.   56.    0.5   0.3   0.15
    46.261    1.7   1.75  1.5  82.   80.   54.    0.5   0.3   0.15
    46.273    1.8   1.7   1.65 82.   80.   54.    0.5   0.3   0.15
    46.273    1.8   1.65  1.65 78.   80.   58.    0.5   0.3   0.15
    46.296    1.75  1.75  1.45 80.   78.   54.    0.5   0.3   0.15
    46.325    1.7   1.7   1.65 78.   80.   60.    0.5   0.3   0.15
    46.419    1.8   1.65  1.6  82.   78.   60.    0.5   0.3   0.15
    46.434    1.7   1.75  1.6  82.   74.   60.    0.5   0.3   0.15
    46.442    1.8   1.7   1.65 80.   76.   56.    0.5   0.3   0.15
    46.452    1.7   1.75  1.5  78.   74.   60.    0.5   0.3   0.15
    46.574    1.8   1.7   1.65 82.   74.   60.    0.5   0.3   0.15
    46.583    1.8   1.65  1.65 76.   80.   60.    0.5   0.3   0.15
    46.607    1.75  1.7   1.6  82.   80.   54.    0.5   0.3   0.15
    46.616    1.8   1.7   1.6  76.   74.   60.    0.5   0.3   0.15
    46.653    1.7   1.7   1.45 82.   80.   54.    0.5   0.3   0.15
    46.682    1.8   1.65  1.45 82.   80.   54.    0.5   0.3   0.15
    46.705    1.75  1.7   1.55 80.   76.   54.    0.5   0.3   0.15
    46.721    1.75  1.75  1.6  82.   78.   56.    0.5   0.3   0.15
    46.738    1.75  1.75  1.6  78.   80.   60.    0.5   0.3   0.15
    46.766    1.8   1.7   1.45 80.   78.   56.    0.5   0.3   0.15
    46.781    1.7   1.65  1.45 78.   76.   58.    0.5   0.3   0.15
    46.902    1.75  1.75  1.45 80.   76.   58.    0.5   0.3   0.15
    46.936    1.7   1.75  1.65 78.   76.   58.    0.5   0.3   0.15
    46.984    1.7   1.75  1.45 80.   78.   54.    0.5   0.3   0.15
    47.164    1.75  1.7   1.55 82.   74.   54.    0.5   0.3   0.15
    47.210    1.75  1.75  1.45 80.   74.   60.    0.5   0.3   0.15
    47.213    1.8   1.7   1.55 78.   78.   60.    0.5   0.3   0.15
    47.295    1.75  1.75  1.55 82.   76.   54.    0.5   0.3   0.15
    47.305    1.75  1.75  1.45 82.   74.   54.    0.5   0.3   0.15
    47.502    1.7   1.75  1.6  76.   74.   58.    0.5   0.3   0.15
    47.559    1.7   1.65  1.55 78.   74.   56.    0.5   0.3   0.15
    47.593    1.75  1.7   1.45 82.   80.   54.    0.5   0.3   0.15
    47.732    1.75  1.65  1.45 80.   78.   56.    0.5   0.3   0.15
    47.836    1.75  1.7   1.6  82.   74.   60.    0.5   0.3   0.15
    47.870    1.8   1.7   1.55 82.   80.   58.    0.5   0.3   0.15
